,background,body,face,item,hair style
1789,mint,pose3,basic,none,mayonnaise
1790,sky_blue,pose3,stare,apple_watch,pasture
1791,mint,pose3,laugh,fork,wasabi
1792,bling,pose3,surprised,none,soy_sauce
1793,pink,pose3,stare,apple_watch,crown
1794,sky_blue,pose3,laugh,fork,stick
1795,bling,pose3,absurd,fork,pasture
1796,bling,pose3,dissatisfaction,none,crown
1797,sky_blue,pose3,break,gold_watch,crown
1798,mint,pose3,stare,gold_watch,wasabi
1799,mint,pose3,dissatisfaction,phone,stick
1800,under_the_sea,pose3,stare,apple_watch,mustard
1801,mint,pose3,absurd,fork,soy_sauce
1802,under_the_sea,pose3,dissatisfaction,none,pasture
1803,pink,pose3,anger,none,stick
1804,under_the_sea,pose3,stare,none,wasabi
1805,mint,pose3,surprised,apple_watch,mustard
1806,bling,pose3,sunglasses,none,crown
1807,under_the_sea,pose3,anger,phone,soy_sauce
1808,beach,pose3,sunglasses,gold_watch,mustard
1809,beach,pose3,glasses,apple_watch,soy_sauce
1810,sky_blue,pose3,break,none,mustard
1811,pink,pose3,laugh,fork,wasabi
1812,beach,pose3,laugh,fork,mustard
1813,under_the_sea,pose3,sunglasses,none,mayonnaise
1814,beach,pose3,dissatisfaction,fork,ketchup
1815,sky_blue,pose3,stare,gold_watch,pasture
1816,beach,pose3,glasses,fork,ketchup
1817,mint,pose3,dissatisfaction,fork,mustard
1818,beach,pose3,glasses,gold_watch,stick
1819,bling,pose3,absurd,gold_watch,soy_sauce
1820,under_the_sea,pose3,basic,none,crown
1821,sky_blue,pose3,anger,gold_watch,stick
1822,bling,pose3,dissatisfaction,fork,stick
1823,sky_blue,pose3,break,fork,crown
1824,pink,pose3,break,fork,soy_sauce
1825,bling,pose3,anger,apple_watch,mayonnaise
1826,bling,pose3,surprised,gold_watch,pasture
1827,mint,pose3,dissatisfaction,none,soy_sauce
1828,mint,pose3,anger,gold_watch,ketchup
1829,beach,pose3,absurd,none,ketchup
1830,beach,pose3,surprised,apple_watch,ketchup
1831,sky_blue,pose3,dissatisfaction,gold_watch,pasture
1832,mint,pose3,sunglasses,phone,wasabi
1833,sky_blue,pose3,surprised,fork,crown
1834,beach,pose3,break,gold_watch,crown
1835,sky_blue,pose3,laugh,gold_watch,wasabi
1836,beach,pose3,dissatisfaction,fork,mayonnaise
1837,under_the_sea,pose3,stare,none,ketchup
1838,beach,pose3,anger,phone,ketchup
1839,mint,pose3,dissatisfaction,fork,stick
1840,mint,pose3,surprised,none,ketchup
1841,mint,pose3,anger,phone,wasabi
1842,bling,pose3,break,apple_watch,stick
1843,mint,pose3,absurd,gold_watch,wasabi
1844,pink,pose3,basic,gold_watch,mayonnaise
1845,sky_blue,pose3,laugh,apple_watch,crown
1846,mint,pose3,stare,phone,wasabi
1847,under_the_sea,pose3,laugh,gold_watch,crown
1848,bling,pose3,absurd,none,mustard
1849,under_the_sea,pose3,glasses,apple_watch,mayonnaise
1850,beach,pose3,basic,gold_watch,wasabi
1851,beach,pose3,laugh,fork,wasabi
1852,sky_blue,pose3,sunglasses,none,stick
1853,mint,pose3,laugh,apple_watch,wasabi
1854,pink,pose3,sunglasses,gold_watch,soy_sauce
1855,bling,pose3,stare,none,wasabi
1856,sky_blue,pose3,basic,apple_watch,stick
1857,pink,pose3,dissatisfaction,fork,stick
1858,pink,pose3,anger,none,mayonnaise
1859,under_the_sea,pose3,laugh,none,crown
1860,under_the_sea,pose3,break,fork,mustard
1861,bling,pose3,sunglasses,none,stick
1862,sky_blue,pose3,basic,gold_watch,mustard
1863,mint,pose3,break,apple_watch,wasabi
1864,under_the_sea,pose3,surprised,none,wasabi
1865,pink,pose3,glasses,fork,crown
1866,sky_blue,pose3,sunglasses,gold_watch,wasabi
1867,bling,pose3,dissatisfaction,gold_watch,soy_sauce
1868,pink,pose3,basic,fork,pasture
1869,under_the_sea,pose3,basic,fork,ketchup
1870,sky_blue,pose3,dissatisfaction,none,soy_sauce
1871,beach,pose3,laugh,fork,soy_sauce
1872,under_the_sea,pose3,absurd,fork,soy_sauce
1873,beach,pose3,surprised,gold_watch,mayonnaise
1874,mint,pose3,break,none,ketchup
1875,under_the_sea,pose3,surprised,gold_watch,ketchup
1876,under_the_sea,pose3,surprised,apple_watch,pasture
1877,bling,pose3,surprised,gold_watch,wasabi
1878,under_the_sea,pose3,laugh,gold_watch,wasabi
1879,under_the_sea,pose3,anger,fork,mayonnaise
1880,sky_blue,pose3,break,none,pasture
1881,under_the_sea,pose3,sunglasses,apple_watch,mayonnaise
1882,beach,pose3,laugh,apple_watch,crown
1883,under_the_sea,pose3,sunglasses,phone,mayonnaise
1884,beach,pose3,break,apple_watch,wasabi
1885,beach,pose3,laugh,gold_watch,pasture
1886,beach,pose3,glasses,gold_watch,mustard
1887,bling,pose3,anger,none,mayonnaise
1888,mint,pose3,glasses,apple_watch,ketchup
1889,sky_blue,pose3,surprised,gold_watch,mustard
1890,under_the_sea,pose3,basic,apple_watch,mayonnaise
1891,beach,pose3,stare,apple_watch,crown
1892,beach,pose3,surprised,apple_watch,soy_sauce
1893,bling,pose3,laugh,apple_watch,stick
1894,pink,pose3,glasses,none,crown
1895,sky_blue,pose3,dissatisfaction,phone,stick
1896,sky_blue,pose3,dissatisfaction,apple_watch,mayonnaise
1897,mint,pose3,sunglasses,phone,crown
1898,mint,pose3,glasses,phone,soy_sauce
1899,mint,pose3,sunglasses,none,soy_sauce
1900,bling,pose3,laugh,apple_watch,pasture
1901,mint,pose3,glasses,apple_watch,crown
1902,under_the_sea,pose3,dissatisfaction,apple_watch,stick
1903,bling,pose3,dissatisfaction,none,stick
1904,beach,pose3,sunglasses,apple_watch,soy_sauce
1905,beach,pose3,laugh,gold_watch,wasabi
1906,mint,pose3,surprised,none,crown
1907,sky_blue,pose3,surprised,phone,wasabi
1908,sky_blue,pose3,glasses,gold_watch,mayonnaise
1909,pink,pose3,basic,fork,mustard
1910,pink,pose3,laugh,apple_watch,pasture
1911,bling,pose3,absurd,none,ketchup
1912,under_the_sea,pose3,anger,none,mayonnaise
1913,under_the_sea,pose3,anger,gold_watch,wasabi
1914,beach,pose3,surprised,apple_watch,wasabi
1915,pink,pose3,dissatisfaction,gold_watch,mayonnaise
1916,sky_blue,pose3,basic,apple_watch,pasture
1917,under_the_sea,pose3,absurd,fork,stick
1918,pink,pose3,absurd,gold_watch,wasabi
1919,beach,pose3,dissatisfaction,fork,mustard
1920,beach,pose3,stare,phone,soy_sauce
1921,beach,pose3,basic,fork,pasture
1922,sky_blue,pose3,stare,gold_watch,mustard
1923,sky_blue,pose3,laugh,gold_watch,mayonnaise
1924,pink,pose3,glasses,gold_watch,mayonnaise
1925,sky_blue,pose3,basic,phone,pasture
1926,sky_blue,pose3,basic,phone,soy_sauce
1927,pink,pose3,absurd,fork,stick
1928,pink,pose3,basic,gold_watch,mustard
1929,under_the_sea,pose3,dissatisfaction,apple_watch,mayonnaise
1930,pink,pose3,dissatisfaction,none,crown
1931,sky_blue,pose3,surprised,none,ketchup
1932,mint,pose3,glasses,gold_watch,ketchup
1933,mint,pose3,stare,gold_watch,ketchup
1934,under_the_sea,pose3,laugh,phone,crown
1935,beach,pose3,sunglasses,none,mayonnaise
1936,sky_blue,pose3,sunglasses,phone,stick
1937,bling,pose3,anger,gold_watch,crown
1938,bling,pose3,basic,phone,pasture
1939,sky_blue,pose3,surprised,phone,pasture
1940,bling,pose3,break,apple_watch,mustard
1941,pink,pose3,anger,phone,pasture
1942,bling,pose3,anger,gold_watch,ketchup
1943,sky_blue,pose3,glasses,phone,ketchup
1944,bling,pose3,laugh,none,crown
1945,mint,pose3,basic,phone,pasture
1946,bling,pose3,anger,fork,crown
1947,mint,pose3,dissatisfaction,gold_watch,soy_sauce
1948,beach,pose3,anger,gold_watch,pasture
1949,beach,pose3,glasses,apple_watch,wasabi
1950,under_the_sea,pose3,anger,fork,crown
1951,pink,pose3,glasses,fork,wasabi
1952,beach,pose3,glasses,apple_watch,stick
1953,sky_blue,pose3,sunglasses,fork,mustard
1954,sky_blue,pose3,basic,phone,stick
1955,bling,pose3,basic,none,pasture
1956,beach,pose3,basic,apple_watch,ketchup
1957,sky_blue,pose3,absurd,gold_watch,mustard
1958,pink,pose3,anger,phone,soy_sauce
1959,beach,pose3,dissatisfaction,gold_watch,stick
1960,sky_blue,pose3,absurd,fork,mustard
1961,bling,pose3,basic,phone,wasabi
1962,mint,pose3,glasses,phone,pasture
1963,sky_blue,pose3,anger,phone,stick
1964,mint,pose3,dissatisfaction,fork,wasabi
1965,pink,pose3,basic,none,pasture
1966,mint,pose3,laugh,apple_watch,pasture
1967,pink,pose3,dissatisfaction,none,wasabi
1968,mint,pose3,break,phone,mustard
1969,pink,pose3,stare,apple_watch,wasabi
1970,beach,pose3,stare,apple_watch,ketchup
1971,under_the_sea,pose3,break,gold_watch,soy_sauce
1972,beach,pose3,dissatisfaction,phone,mayonnaise
1973,under_the_sea,pose3,basic,phone,mayonnaise
1974,beach,pose3,break,none,mayonnaise
1975,mint,pose3,sunglasses,fork,crown
1976,under_the_sea,pose3,laugh,fork,wasabi
1977,sky_blue,pose3,dissatisfaction,gold_watch,wasabi
1978,sky_blue,pose3,stare,gold_watch,stick
1979,mint,pose3,stare,none,ketchup
1980,pink,pose3,basic,none,mustard
1981,mint,pose3,surprised,none,pasture
1982,beach,pose3,glasses,none,stick
1983,under_the_sea,pose3,basic,none,soy_sauce
1984,pink,pose3,basic,phone,soy_sauce
1985,under_the_sea,pose3,laugh,none,stick
1986,under_the_sea,pose3,absurd,phone,mustard
1987,mint,pose3,stare,apple_watch,wasabi
1988,under_the_sea,pose3,laugh,phone,pasture
1989,beach,pose3,glasses,apple_watch,ketchup
1990,pink,pose3,sunglasses,fork,stick
1991,sky_blue,pose3,dissatisfaction,phone,soy_sauce
1992,beach,pose3,glasses,phone,ketchup
1993,beach,pose3,stare,none,ketchup
1994,bling,pose3,glasses,apple_watch,stick
1995,beach,pose3,glasses,fork,stick
1996,mint,pose3,break,apple_watch,mayonnaise
1997,beach,pose3,anger,apple_watch,crown
1998,pink,pose3,dissatisfaction,gold_watch,wasabi
1999,bling,pose3,surprised,fork,pasture
2000,under_the_sea,pose3,stare,none,soy_sauce
2001,under_the_sea,pose3,stare,gold_watch,stick
2002,pink,pose3,dissatisfaction,gold_watch,soy_sauce
2003,bling,pose3,break,apple_watch,crown
2004,bling,pose3,stare,none,ketchup
2005,under_the_sea,pose3,anger,none,pasture
2006,beach,pose3,sunglasses,phone,ketchup
2007,sky_blue,pose3,anger,gold_watch,crown
2008,mint,pose3,laugh,apple_watch,stick
2009,bling,pose3,basic,none,wasabi
2010,mint,pose3,laugh,gold_watch,stick
2011,sky_blue,pose3,stare,none,crown
2012,under_the_sea,pose3,break,phone,stick
2013,beach,pose3,surprised,none,stick
2014,sky_blue,pose3,surprised,apple_watch,stick
2015,sky_blue,pose3,sunglasses,phone,mustard
2016,beach,pose3,glasses,phone,pasture
2017,mint,pose3,basic,fork,stick
2018,beach,pose3,sunglasses,none,stick
2019,pink,pose3,basic,apple_watch,mayonnaise
2020,mint,pose3,break,gold_watch,ketchup
2021,mint,pose3,anger,fork,pasture
2022,mint,pose3,anger,fork,ketchup
2023,bling,pose3,anger,phone,mayonnaise
2024,pink,pose3,sunglasses,fork,mustard
2025,bling,pose3,absurd,none,mayonnaise
2026,beach,pose3,absurd,phone,ketchup
2027,beach,pose3,glasses,fork,wasabi
2028,sky_blue,pose3,anger,gold_watch,pasture
2029,mint,pose3,basic,apple_watch,mayonnaise
2030,sky_blue,pose3,laugh,gold_watch,mustard
2031,sky_blue,pose3,break,gold_watch,mayonnaise
2032,beach,pose3,dissatisfaction,fork,stick
2033,pink,pose3,break,gold_watch,wasabi
2034,sky_blue,pose3,absurd,fork,soy_sauce
2035,sky_blue,pose3,laugh,none,soy_sauce
2036,pink,pose3,break,apple_watch,pasture
2037,beach,pose3,stare,apple_watch,stick
2038,pink,pose3,anger,phone,wasabi
2039,beach,pose3,break,phone,soy_sauce
2040,under_the_sea,pose3,break,none,pasture
2041,sky_blue,pose3,laugh,phone,soy_sauce
2042,bling,pose3,basic,apple_watch,soy_sauce
2043,pink,pose3,break,none,mayonnaise
2044,beach,pose3,glasses,apple_watch,mayonnaise
2045,bling,pose3,glasses,apple_watch,pasture
2046,beach,pose3,anger,none,pasture
2047,pink,pose3,anger,gold_watch,mayonnaise
2048,under_the_sea,pose3,surprised,phone,wasabi
2049,mint,pose3,sunglasses,none,ketchup
2050,beach,pose3,break,gold_watch,ketchup
2051,sky_blue,pose3,basic,gold_watch,ketchup
2052,bling,pose3,laugh,apple_watch,mayonnaise
2053,mint,pose3,surprised,gold_watch,mustard
2054,bling,pose3,absurd,gold_watch,ketchup
2055,bling,pose3,glasses,fork,soy_sauce
2056,sky_blue,pose3,anger,gold_watch,ketchup
2057,under_the_sea,pose3,anger,fork,pasture
2058,bling,pose3,break,fork,ketchup
2059,beach,pose3,break,gold_watch,mayonnaise
2060,beach,pose3,absurd,apple_watch,stick
2061,under_the_sea,pose3,absurd,none,mayonnaise
2062,mint,pose3,absurd,phone,wasabi
2063,under_the_sea,pose3,glasses,apple_watch,wasabi
2064,mint,pose3,break,none,mustard
2065,under_the_sea,pose3,absurd,gold_watch,pasture
2066,pink,pose3,break,apple_watch,wasabi
2067,pink,pose3,stare,phone,mayonnaise
2068,mint,pose3,dissatisfaction,fork,soy_sauce
2069,mint,pose3,absurd,fork,mayonnaise
2070,beach,pose3,absurd,phone,stick
2071,mint,pose3,dissatisfaction,none,mayonnaise
2072,pink,pose3,dissatisfaction,none,stick
2073,sky_blue,pose3,laugh,phone,wasabi
2074,under_the_sea,pose3,surprised,gold_watch,mayonnaise
2075,pink,pose3,break,none,wasabi
2076,bling,pose3,surprised,fork,soy_sauce
2077,sky_blue,pose3,laugh,none,wasabi
2078,pink,pose3,surprised,fork,pasture
2079,bling,pose3,break,gold_watch,mayonnaise
2080,mint,pose3,laugh,none,crown
2081,bling,pose3,anger,none,mustard
2082,pink,pose3,glasses,apple_watch,soy_sauce
2083,mint,pose3,absurd,gold_watch,mayonnaise
2084,sky_blue,pose3,anger,none,wasabi
2085,bling,pose3,stare,phone,pasture
2086,pink,pose3,dissatisfaction,apple_watch,wasabi
2087,sky_blue,pose3,stare,apple_watch,mustard
2088,sky_blue,pose3,glasses,none,soy_sauce
2089,mint,pose3,stare,phone,mayonnaise
2090,mint,pose3,sunglasses,fork,mayonnaise
2091,bling,pose3,basic,none,ketchup
2092,bling,pose3,laugh,apple_watch,soy_sauce
2093,pink,pose3,sunglasses,apple_watch,wasabi
2094,bling,pose3,glasses,gold_watch,soy_sauce
2095,bling,pose3,absurd,phone,pasture
2096,pink,pose3,sunglasses,fork,soy_sauce
2097,under_the_sea,pose3,anger,phone,mustard
2098,beach,pose3,surprised,gold_watch,pasture
2099,sky_blue,pose3,anger,fork,wasabi
2100,pink,pose3,sunglasses,none,mustard
2101,pink,pose3,break,phone,ketchup
2102,beach,pose3,laugh,apple_watch,mayonnaise
2103,beach,pose3,basic,none,ketchup
2104,under_the_sea,pose3,surprised,apple_watch,stick
2105,bling,pose3,glasses,none,stick
2106,mint,pose3,break,none,pasture
2107,beach,pose3,stare,fork,mayonnaise
2108,pink,pose3,sunglasses,gold_watch,stick
2109,bling,pose3,absurd,fork,wasabi
2110,beach,pose3,dissatisfaction,phone,stick
2111,pink,pose3,basic,none,mayonnaise
2112,beach,pose3,basic,phone,pasture
2113,beach,pose3,absurd,apple_watch,soy_sauce
2114,sky_blue,pose3,dissatisfaction,fork,ketchup
2115,beach,pose3,surprised,gold_watch,stick
2116,mint,pose3,basic,apple_watch,stick
2117,pink,pose3,surprised,apple_watch,stick
2118,sky_blue,pose3,break,apple_watch,mayonnaise
2119,bling,pose3,sunglasses,phone,soy_sauce
2120,under_the_sea,pose3,basic,apple_watch,ketchup
2121,beach,pose3,basic,none,mustard
2122,bling,pose3,glasses,none,mayonnaise
2123,pink,pose3,absurd,gold_watch,ketchup
2124,mint,pose3,glasses,none,wasabi
2125,mint,pose3,dissatisfaction,phone,ketchup
2126,sky_blue,pose3,laugh,none,crown
2127,under_the_sea,pose3,dissatisfaction,fork,wasabi
2128,mint,pose3,sunglasses,apple_watch,soy_sauce
2129,bling,pose3,basic,fork,crown
2130,under_the_sea,pose3,basic,apple_watch,crown
2131,under_the_sea,pose3,sunglasses,apple_watch,soy_sauce
2132,sky_blue,pose3,surprised,none,wasabi
2133,under_the_sea,pose3,laugh,apple_watch,crown
2134,sky_blue,pose3,anger,fork,mayonnaise
2135,pink,pose3,glasses,phone,mustard
2136,under_the_sea,pose3,stare,gold_watch,wasabi
2137,bling,pose3,glasses,none,soy_sauce
2138,under_the_sea,pose3,sunglasses,gold_watch,crown
2139,pink,pose3,laugh,none,pasture
2140,beach,pose3,break,none,crown
2141,mint,pose3,glasses,gold_watch,mustard
2142,beach,pose3,dissatisfaction,none,stick
2143,pink,pose3,stare,apple_watch,mayonnaise
2144,sky_blue,pose3,absurd,apple_watch,soy_sauce
2145,mint,pose3,anger,apple_watch,crown
2146,under_the_sea,pose3,surprised,phone,stick
2147,under_the_sea,pose3,sunglasses,none,wasabi
2148,sky_blue,pose3,absurd,apple_watch,wasabi
2149,beach,pose3,dissatisfaction,fork,wasabi
2150,bling,pose3,stare,none,pasture
2151,sky_blue,pose3,basic,apple_watch,crown
2152,sky_blue,pose3,break,apple_watch,stick
2153,mint,pose3,stare,phone,ketchup
2154,sky_blue,pose3,surprised,phone,crown
2155,mint,pose3,dissatisfaction,apple_watch,stick
2156,under_the_sea,pose3,absurd,gold_watch,soy_sauce
2157,pink,pose3,glasses,apple_watch,pasture
2158,mint,pose3,sunglasses,gold_watch,wasabi
2159,under_the_sea,pose3,anger,phone,stick
2160,sky_blue,pose3,surprised,gold_watch,crown
2161,sky_blue,pose3,glasses,apple_watch,wasabi
2162,sky_blue,pose3,absurd,fork,pasture
2163,sky_blue,pose3,break,apple_watch,pasture
2164,under_the_sea,pose3,dissatisfaction,fork,ketchup
2165,mint,pose3,basic,gold_watch,mustard
2166,sky_blue,pose3,glasses,fork,stick
2167,beach,pose3,surprised,none,wasabi
2168,sky_blue,pose3,sunglasses,apple_watch,soy_sauce
2169,pink,pose3,laugh,gold_watch,ketchup
2170,bling,pose3,absurd,phone,wasabi
2171,beach,pose3,laugh,phone,mustard
2172,sky_blue,pose3,laugh,fork,wasabi
2173,pink,pose3,anger,fork,mustard
2174,under_the_sea,pose3,glasses,fork,mustard
2175,pink,pose3,laugh,none,mayonnaise
2176,sky_blue,pose3,dissatisfaction,phone,wasabi
2177,mint,pose3,stare,fork,crown
2178,bling,pose3,sunglasses,gold_watch,mayonnaise
2179,beach,pose3,glasses,none,mustard
2180,sky_blue,pose3,sunglasses,apple_watch,stick
2181,sky_blue,pose3,laugh,fork,mustard
2182,pink,pose3,break,apple_watch,ketchup
2183,beach,pose3,break,fork,ketchup
2184,sky_blue,pose3,laugh,phone,pasture
2185,sky_blue,pose3,glasses,none,mustard
2186,under_the_sea,pose3,surprised,none,crown
2187,mint,pose3,laugh,fork,soy_sauce
2188,pink,pose3,basic,gold_watch,stick
2189,beach,pose3,laugh,gold_watch,mustard
2190,beach,pose3,stare,apple_watch,soy_sauce
2191,mint,pose3,absurd,none,mayonnaise
2192,sky_blue,pose3,break,phone,stick
2193,pink,pose3,basic,fork,soy_sauce
2194,beach,pose3,glasses,fork,mustard
2195,beach,pose3,sunglasses,phone,mayonnaise
2196,sky_blue,pose3,anger,gold_watch,mustard
2197,bling,pose3,stare,apple_watch,soy_sauce
2198,beach,pose3,sunglasses,fork,mustard
2199,beach,pose3,sunglasses,apple_watch,wasabi
2200,beach,pose3,basic,apple_watch,crown
2201,mint,pose3,sunglasses,phone,ketchup
2202,under_the_sea,pose3,basic,phone,pasture
2203,pink,pose3,dissatisfaction,phone,crown
2204,sky_blue,pose3,break,phone,soy_sauce
2205,pink,pose3,glasses,gold_watch,crown
2206,mint,pose3,stare,fork,mayonnaise
2207,under_the_sea,pose3,break,phone,mayonnaise
2208,mint,pose3,anger,gold_watch,mayonnaise
2209,bling,pose3,surprised,apple_watch,mustard
2210,sky_blue,pose3,absurd,fork,ketchup
2211,mint,pose3,sunglasses,fork,mustard
2212,beach,pose3,dissatisfaction,none,pasture
2213,beach,pose3,laugh,none,wasabi
2214,pink,pose3,dissatisfaction,none,soy_sauce
2215,pink,pose3,break,phone,mayonnaise
2216,pink,pose3,basic,phone,mustard
2217,mint,pose3,break,gold_watch,stick
2218,under_the_sea,pose3,break,fork,soy_sauce
2219,beach,pose3,laugh,none,crown
2220,under_the_sea,pose3,dissatisfaction,fork,pasture
2221,bling,pose3,absurd,apple_watch,pasture
2222,beach,pose3,anger,phone,mayonnaise
2223,bling,pose3,dissatisfaction,fork,pasture
2224,mint,pose3,anger,none,stick
2225,under_the_sea,pose3,stare,none,mustard
2226,beach,pose3,dissatisfaction,apple_watch,wasabi
2227,under_the_sea,pose3,basic,fork,stick
2228,under_the_sea,pose3,break,apple_watch,ketchup
2229,bling,pose3,break,none,mustard
2230,bling,pose3,break,fork,mustard
2231,under_the_sea,pose3,sunglasses,apple_watch,crown
2232,under_the_sea,pose3,laugh,apple_watch,pasture
2233,pink,pose3,sunglasses,gold_watch,pasture
2234,pink,pose3,absurd,apple_watch,pasture
2235,under_the_sea,pose3,basic,phone,mustard
2236,mint,pose3,stare,gold_watch,mayonnaise
2237,mint,pose3,break,apple_watch,crown
2238,under_the_sea,pose3,break,apple_watch,mustard
2239,sky_blue,pose3,glasses,none,pasture
2240,bling,pose3,break,gold_watch,mustard
2241,mint,pose3,laugh,apple_watch,mayonnaise
2242,mint,pose3,glasses,fork,crown
2243,bling,pose3,surprised,apple_watch,pasture
2244,pink,pose3,stare,gold_watch,ketchup
2245,under_the_sea,pose3,anger,phone,ketchup
2246,under_the_sea,pose3,sunglasses,apple_watch,mustard
2247,pink,pose3,surprised,none,stick
2248,under_the_sea,pose3,surprised,gold_watch,soy_sauce
2249,pink,pose3,surprised,apple_watch,pasture
2250,beach,pose3,surprised,phone,mustard
2251,under_the_sea,pose3,stare,apple_watch,pasture
2252,beach,pose3,absurd,fork,stick
2253,sky_blue,pose3,sunglasses,gold_watch,mustard
2254,sky_blue,pose3,sunglasses,fork,stick
2255,bling,pose3,absurd,none,crown
2256,pink,pose3,absurd,apple_watch,soy_sauce
2257,bling,pose3,basic,fork,soy_sauce
2258,sky_blue,pose3,dissatisfaction,fork,crown
2259,bling,pose3,glasses,none,ketchup
2260,beach,pose3,dissatisfaction,apple_watch,pasture
2261,sky_blue,pose3,surprised,fork,mustard
2262,sky_blue,pose3,dissatisfaction,none,ketchup
2263,mint,pose3,laugh,phone,crown
2264,under_the_sea,pose3,break,gold_watch,crown
2265,sky_blue,pose3,break,fork,soy_sauce
2266,under_the_sea,pose3,glasses,fork,mayonnaise
2267,sky_blue,pose3,anger,apple_watch,pasture
2268,sky_blue,pose3,break,gold_watch,mustard
2269,pink,pose3,anger,gold_watch,mustard
2270,mint,pose3,surprised,none,stick
2271,beach,pose3,basic,fork,ketchup
2272,mint,pose3,absurd,gold_watch,soy_sauce
2273,bling,pose3,glasses,gold_watch,crown
2274,pink,pose3,break,phone,stick
2275,pink,pose3,glasses,gold_watch,stick
2276,mint,pose3,surprised,apple_watch,soy_sauce
2277,pink,pose3,anger,gold_watch,ketchup
2278,under_the_sea,pose3,sunglasses,none,ketchup
2279,under_the_sea,pose3,anger,none,crown
2280,bling,pose3,absurd,phone,stick
2281,under_the_sea,pose3,dissatisfaction,none,ketchup
2282,under_the_sea,pose3,surprised,none,ketchup
2283,mint,pose3,absurd,gold_watch,crown
2284,pink,pose3,glasses,apple_watch,ketchup
2285,under_the_sea,pose3,sunglasses,apple_watch,ketchup
2286,under_the_sea,pose3,stare,none,pasture
2287,beach,pose3,basic,fork,soy_sauce
2288,sky_blue,pose3,absurd,fork,stick
2289,beach,pose3,anger,gold_watch,stick
2290,bling,pose3,stare,phone,stick
2291,under_the_sea,pose3,absurd,phone,mayonnaise
2292,under_the_sea,pose3,basic,phone,ketchup
2293,under_the_sea,pose3,absurd,fork,mustard
2294,under_the_sea,pose3,dissatisfaction,fork,mustard
2295,mint,pose3,break,apple_watch,mustard
2296,under_the_sea,pose3,surprised,fork,pasture
2297,sky_blue,pose3,stare,apple_watch,mayonnaise
2298,mint,pose3,break,fork,mayonnaise
2299,under_the_sea,pose3,dissatisfaction,none,stick
2300,under_the_sea,pose3,break,none,crown
2301,mint,pose3,sunglasses,fork,stick
2302,under_the_sea,pose3,anger,gold_watch,mayonnaise
2303,under_the_sea,pose3,anger,apple_watch,mustard
2304,pink,pose3,anger,gold_watch,pasture
2305,bling,pose3,basic,phone,soy_sauce
2306,mint,pose3,basic,apple_watch,ketchup
2307,beach,pose3,surprised,none,pasture
2308,mint,pose3,laugh,phone,mustard
2309,beach,pose3,basic,none,mayonnaise
2310,pink,pose3,absurd,apple_watch,ketchup
2311,mint,pose3,absurd,phone,ketchup
2312,pink,pose3,surprised,apple_watch,mayonnaise
2313,mint,pose3,break,phone,crown
2314,beach,pose3,surprised,apple_watch,mayonnaise
2315,mint,pose3,anger,apple_watch,ketchup
2316,bling,pose3,dissatisfaction,gold_watch,pasture
2317,beach,pose3,break,none,stick
2318,under_the_sea,pose3,laugh,none,pasture
2319,mint,pose3,laugh,fork,pasture
2320,mint,pose3,anger,fork,stick
2321,pink,pose3,anger,apple_watch,soy_sauce
2322,mint,pose3,sunglasses,apple_watch,ketchup
2323,pink,pose3,anger,phone,crown
2324,pink,pose3,laugh,none,wasabi
2325,beach,pose3,stare,fork,pasture
2326,beach,pose3,surprised,fork,mayonnaise
2327,under_the_sea,pose3,surprised,fork,ketchup
2328,mint,pose3,laugh,fork,mayonnaise
2329,sky_blue,pose3,basic,phone,mayonnaise
2330,bling,pose3,dissatisfaction,gold_watch,stick
2331,beach,pose3,sunglasses,none,wasabi
2332,mint,pose3,break,fork,stick
2333,pink,pose3,surprised,fork,soy_sauce
2334,bling,pose3,break,gold_watch,ketchup
2335,sky_blue,pose3,surprised,fork,wasabi
2336,mint,pose3,basic,fork,pasture
2337,sky_blue,pose3,dissatisfaction,fork,mustard
2338,under_the_sea,pose3,laugh,phone,mustard
2339,under_the_sea,pose3,stare,fork,mayonnaise
2340,under_the_sea,pose3,dissatisfaction,phone,mayonnaise
2341,pink,pose3,anger,none,pasture
2342,mint,pose3,sunglasses,apple_watch,mayonnaise
2343,sky_blue,pose3,laugh,none,mayonnaise
2344,mint,pose3,absurd,gold_watch,mustard
2345,mint,pose3,break,none,soy_sauce
2346,beach,pose3,laugh,phone,mayonnaise
2347,bling,pose3,break,phone,pasture
2348,sky_blue,pose3,anger,none,crown
2349,under_the_sea,pose3,laugh,apple_watch,soy_sauce
2350,under_the_sea,pose3,dissatisfaction,fork,mayonnaise
2351,beach,pose3,stare,none,crown
2352,pink,pose3,basic,phone,ketchup
2353,beach,pose3,anger,phone,pasture
2354,under_the_sea,pose3,surprised,phone,mayonnaise
2355,under_the_sea,pose3,surprised,gold_watch,mustard
2356,mint,pose3,stare,none,mustard
2357,sky_blue,pose3,absurd,gold_watch,crown
2358,mint,pose3,glasses,gold_watch,soy_sauce
2359,beach,pose3,basic,phone,crown
2360,mint,pose3,surprised,gold_watch,stick
2361,pink,pose3,stare,gold_watch,mayonnaise
2362,pink,pose3,sunglasses,apple_watch,crown
2363,under_the_sea,pose3,basic,none,wasabi
2364,under_the_sea,pose3,basic,fork,crown
2365,sky_blue,pose3,anger,none,pasture
2366,sky_blue,pose3,anger,fork,mustard
2367,under_the_sea,pose3,break,fork,mayonnaise
2368,beach,pose3,stare,phone,mayonnaise
